CG,status,chr,pos,cluster_id
cg01819759,ESS_SIV,13,78660117,SIV_98
cg21838488,ESS_SIV,13,78660301,SIV_98
cg24941469,chr13_7341,13,79119929,chr13_7341
cg00750481,ESS_SIV,13,80181434,single568
cg22237018,chr13_8336,13,93337752,chr13_8336
cg04646842,chr13_8349,13,93454972,chr13_8349
cg22274196,chr13_8564,13,95305937,chr13_8564
cg09122588,ESS_SIV,13,96769776,single569
cg03371199,ESS_SIV,13,96994386,SIV_40
cg13990092,ESS_SIV,13,96994478,SIV_40
cg22996489,ESS_SIV,13,96994483,SIV_40
cg24122364,ESS_SIV,13,98922483,single573
cg05912299,ESS_SIV,13,99565709,single574
cg17910899,chr13_9309,13,99566299,ESS_92
cg17910899,ESS_SIV,13,99566299,ESS_92
cg20066226,chr13_9309,13,99566674,chr13_9309
cg13752184,chr13_9309,13,99566760,ESS_92
cg13752184,ESS_SIV,13,99566760,ESS_92
cg23970220,chr13_9612,13,100975755,chr13_9612
cg06607685,chr13_9612,13,100976083,chr13_9612
cg19359983,ESS_SIV,13,102694551,single577
cg24702069,chr13_10526,13,108700459,chr13_10526
cg21628927,ESS_SIV,13,110129198,single578
cg25065689,chr13_10952,13,110461066,chr13_10952
cg09601788,chr13_11009,13,110569510,chr13_11009
cg10993865,chr13_11042,13,110641500,chr13_11042
cg03427330,chr13_11103,13,110812682,chr13_11103
cg14361252,chr13_11103,13,110813111,chr13_11103
cg14361252,ESS_SIV,13,110813111,chr13_11103
cg05852786,chr13_11103,13,110813980,chr13_11103
cg14384178,ESS_SIV,13,111326752,single580
cg24102792,ESS_SIV,13,111398892,single581
cg06836319,ESS_SIV,13,111666826,single582
cg04976759,chr13_11427,13,112015080,chr13_11427
cg27072251,chr13_11427,13,112015116,chr13_11427
cg09897501,chr13_11486,13,112169054,chr13_11486
cg01698579,chr13_11486,13,112169207,chr13_11486
cg10633576,chr13_11486,13,112169260,chr13_11486
cg03986722,chr13_11486,13,112169345,chr13_11486
cg02188190,chr13_11507,13,112240303,chr13_11507
cg20923605,chr13_11520,13,112324370,ESS_93
cg20923605,ESS_SIV,13,112324370,ESS_93
cg19891452,ESS_SIV,13,112324390,ESS_93
cg19891452,chr13_11520,13,112324390,ESS_93
cg24820672,ESS_SIV,13,112330415,single585
cg17655970,ESS_SIV,13,112331150,single586
cg03486986,ESS_SIV,13,112331972,single587
cg06398883,chr13_11538,13,112353481,chr13_11538
cg07358136,chr13_11538,13,112353497,chr13_11538
cg00557959,ESS_SIV,13,112642101,ESS_94
cg15756319,ESS_SIV,13,112642134,ESS_94
cg11462099,ESS_SIV,13,112886199,ESS_91
cg26666292,ESS_SIV,13,112886244,ESS_91
cg16041981,chr13_12149,13,113403065,chr13_12149
cg20157572,ESS_SIV,13,113459981,single592
cg19120073,chr13_12220,13,113511051,chr13_12220
cg22448360,chr13_12220,13,113511077,chr13_12220
cg12030328,chr13_12220,13,113511738,chr13_12220
cg16567723,ESS_SIV,13,113548369,single593
cg25319564,ESS_SIV,13,113560259,single594
cg05695106,ESS_SIV,13,114015517,single595
cg10980952,chr13_12484,13,114029426,chr13_12484
cg03958744,chr13_12484,13,114029622,chr13_12484
cg23132774,ESS_SIV,13,114048696,single596
cg24126612,chr13_12586,13,114198627,chr13_12586
cg03120147,chr13_12586,13,114198651,chr13_12586
cg12584960,ESS_SIV,13,114200365,single597
cg18476566,ESS_SIV,14,20014741,single598
cg13673126,ESS_SIV,14,20659983,single599
cg20581874,ESS_SIV,14,20723596,SIV_100
cg26393629,ESS_SIV,14,20723701,SIV_100
cg13182010,chr14_594,14,22766083,chr14_594
cg04189328,ESS_SIV,14,24036445,single602
cg07509935,ESS_SIV,14,24310962,SIV_41
cg26310551,ESS_SIV,14,24311335,SIV_41
cg25576711,ESS_SIV,14,24311352,SIV_41
cg06796435,ESS_SIV,14,24311477,single606
cg01840183,chr14_1391,14,28264408,chr14_1391
cg13165928,chr14_1699,14,31711531,chr14_1699
cg13574499,chr14_3624,14,50895692,chr14_3624
cg23511824,ESS_SIV,14,54349455,single607
cg19502207,chr14_4164,14,54870551,chr14_4164
cg18273401,ESS_SIV,14,55133621,single608
cg09911092,chr14_4324,14,55840536,chr14_4324
cg01801090,chr14_4657,14,58295480,chr14_4657
cg13972423,ESS_SIV,14,58716879,single609
cg03032497,ESS_SIV,14,60641510,single610
cg18111500,ESS_SIV,14,61189010,single611
cg09254210,chr14_5086,14,61406905,chr14_5086
cg23386212,chr14_5129,14,61574646,chr14_5129
cg23092040,ESS_SIV,14,64601787,SIV_43
cg19641841,ESS_SIV,14,64601810,SIV_43
cg22789982,ESS_SIV,14,64601918,SIV_43
cg20999565,chr14_5986,14,67798952,chr14_5986
cg01794799,ESS_SIV,14,69465161,single615
cg12055680,ESS_SIV,14,69550858,single616
cg26146732,chr14_6477,14,70223738,ESS_40
cg26146732,ESS_SIV,14,70223738,ESS_40
cg21484985,chr14_6477,14,70223809,ESS_40
cg21484985,ESS_SIV,14,70223809,ESS_40
cg08322580,chr14_6477,14,70223822,ESS_40
cg08322580,ESS_SIV,14,70223822,ESS_40
cg01624173,chr14_7486,14,75515526,chr14_7486
cg16333262,ESS_SIV,14,76151413,single620
cg22824376,ESS_SIV,14,77181906,single621
cg20492230,chr14_8834,14,86111328,chr14_8834
cg00021325,ESS_SIV,14,90828069,single622
cg19873923,ESS_SIV,14,91835579,single623
cg13225565,ESS_SIV,14,92640070,single624
cg16602316,ESS_SIV,14,93231708,chr14_10263
cg16602316,chr14_10263,14,93231708,chr14_10263
cg06821828,chr14_10263,14,93231871,chr14_10263
cg12944343,chr14_10263,14,93232071,chr14_10263
cg23467713,chr14_10365,14,93825069,chr14_10365
cg24044707,chr14_10365,14,93825181,chr14_10365
cg13032206,chr14_10525,14,94600138,chr14_10525
cg16462006,ESS_SIV,14,94689448,single626
cg10261416,ESS_SIV,14,97458953,single627
cg06341731,ESS_SIV,14,99174681,single628
cg08015762,ESS_SIV,14,99548449,single629
cg19718309,ESS_SIV,14,100166568,single630
cg18516195,ESS_SIV,14,100546660,single631
cg18089426,ESS_SIV,14,100709634,single632
cg20030294,ESS_SIV,14,101151946,single633
cg26031613,ESS_SIV,14,103628820,single634
cg25611736,chr14_13295,14,104164176,chr14_13295
cg04257913,ESS_SIV,14,104178514,ESS_95
cg04257913,chr14_13304,14,104178514,ESS_95
cg12924430,chr14_13304,14,104178559,chr14_13304
cg01820213,chr14_13304,14,104178727,ESS_95
cg01820213,ESS_SIV,14,104178727,ESS_95
cg26153715,ESS_SIV,14,104342138,SIV_101
cg26153715,chr14_13371,14,104342138,SIV_101
cg23936410,chr14_13371,14,104342180,chr14_13371
cg01655667,ESS_SIV,14,104342316,SIV_101
cg01655667,chr14_13371,14,104342316,SIV_101
cg16761754,ESS_SIV,14,104660906,single639
cg01147727,ESS_SIV,14,104896679,single640
cg21017887,ESS_SIV,14,104934153,single641
cg19901468,chr14_13694,14,104945656,chr14_13694
cg01649064,ESS_SIV,14,104994998,single642
cg14270590,ESS_SIV,14,105033370,single643
cg06892141,ESS_SIV,14,105646856,single644
cg10192949,chr14_14155,14,105850981,chr14_14155
cg14142520,ESS_SIV,14,106576071,single645
cg18831910,ESS_SIV,15,20506513,single646
cg20777656,ESS_SIV,15,21452870,single647
cg10280535,chr15_235,15,22257234,chr15_235
cg03939762,chr15_235,15,22257381,chr15_235
cg05642024,ESS_SIV,15,22494524,single651
cg03764088,ESS_SIV,15,22757878,single650
cg06756169,ESS_SIV,15,23039732,SIV_106
cg16707215,ESS_SIV,15,23039854,SIV_106
cg13749113,chr15_569,15,24261242,chr15_569
cg08449389,chr15_595,15,24427139,chr15_595
cg22261467,chr15_595,15,24427317,chr15_595
cg26708976,chr15_595,15,24427385,chr15_595
cg12378321,ESS_SIV,15,24475443,single652
cg02171545,ESS_SIV,15,24848220,single653
cg27644292,ESS_SIV,15,24878141,SIV_102
cg25657700,ESS_SIV,15,24878345,SIV_102
cg01614564,chr15_726,15,24956283,chr15_726
cg01251603,ESS_SIV,15,26628952,SIV_44
cg15066197,ESS_SIV,15,26629056,SIV_44
cg14859324,ESS_SIV,15,26629217,SIV_44
cg25070075,chr15_1069,15,26838847,chr15_1069
cg02633068,chr15_1069,15,26838850,chr15_1069
cg02633068,ESS_SIV,15,26838850,chr15_1069
cg24447866,ESS_SIV,15,28789797,ESS_98
cg21520684,ESS_SIV,15,28789805,ESS_98
cg11146935,chr15_1697,15,30044476,chr15_1697
cg13176198,chr15_1697,15,30044713,chr15_1697
cg04523090,chr15_1697,15,30044738,chr15_1697
cg14398295,chr15_1697,15,30044816,chr15_1697
cg14398295,ESS_SIV,15,30044816,chr15_1697
cg24577167,chr15_1697,15,30045164,chr15_1697
cg09553981,chr15_1697,15,30045673,chr15_1697
cg20663376,ESS_SIV,15,31080795,single663
cg05180717,ESS_SIV,15,34224288,single664
cg00884334,ESS_SIV,15,34495720,single665
cg01338139,ESS_SIV,15,38695440,single666
cg01081584,ESS_SIV,15,39976410,single667
cg25498107,ESS_SIV,15,40808036,SIV_105
cg25498107,chr15_3371,15,40808036,SIV_105
cg13045913,chr15_3371,15,40808111,SIV_105
cg13045913,ESS_SIV,15,40808111,SIV_105
cg18705301,ESS_SIV,15,41403233,single670
cg10069155,ESS_SIV,15,41560441,single671
cg17051591,chr15_3760,15,42048656,chr15_3760
cg01878366,ESS_SIV,15,42118938,single672
cg19558802,ESS_SIV,15,51403517,single673
cg01185138,chr15_5057,15,51972200,chr15_5057
cg24530489,ESS_SIV,15,56007183,chr15_5571
cg24530489,chr15_5571,15,56007183,chr15_5571
cg12031962,ESS_SIV,15,58061652,single675
cg21667061,chr15_6305,15,60479896,chr15_6305
cg03455316,ESS_SIV,15,62224207,single676
cg12160578,ESS_SIV,15,63042501,single677
cg12036633,ESS_SIV,15,63466760,single678
cg02848875,ESS_SIV,15,64095588,single679
cg09827761,ESS_SIV,15,66655055,ESS_41
cg26099834,ESS_SIV,15,66655231,ESS_41
cg05406088,ESS_SIV,15,66655280,ESS_41
cg14554415,ESS_SIV,15,68930650,SIV_104
cg07775813,ESS_SIV,15,68931030,SIV_104
cg22537334,ESS_SIV,15,70062353,single685
cg05926586,ESS_SIV,15,74300446,single686
cg08945711,ESS_SIV,15,77560370,ESS_96
cg17728600,ESS_SIV,15,77560556,ESS_96
cg20383508,ESS_SIV,15,77927082,single689
cg15571903,chr15_10147,15,78831322,chr15_10147
cg00540400,chr15_10147,15,78831827,chr15_10147
cg17386899,ESS_SIV,15,79311624,single690
cg13848981,chr15_10754,15,81995438,chr15_10754
cg03393472,chr15_10754,15,81995473,chr15_10754
cg00733705,chr15_10845,15,82683279,chr15_10845
cg12863693,ESS_SIV,15,84657921,single691
cg22681495,ESS_SIV,15,85515525,single692
cg01347349,ESS_SIV,15,85840648,single693
cg24249390,chr15_12005,15,89752721,chr15_12005
cg08061463,chr15_12174,15,90245967,chr15_12174
cg19685881,chr15_12614,15,92030794,chr15_12614
cg07894967,ESS_SIV,15,93415353,single694
cg22582617,ESS_SIV,15,96764707,single695
cg25385940,ESS_SIV,15,99249433,single696
cg13132497,ESS_SIV,15,99928948,chr15_14070
cg13132497,chr15_14070,15,99928948,chr15_14070
cg13861126,ESS_SIV,15,100339209,single698
cg00729708,chr15_14218,15,100544238,chr15_14218
cg21819984,ESS_SIV,15,100544303,ESS_97
cg21819984,chr15_14218,15,100544303,ESS_97
cg26173375,chr15_14218,15,100544305,ESS_97
cg26173375,ESS_SIV,15,100544305,ESS_97
cg21895387,chr15_14218,15,100544361,chr15_14218
cg06679270,chr15_14218,15,100544776,chr15_14218
cg25004981,ESS_SIV,15,100544824,chr15_14218
cg25004981,chr15_14218,15,100544824,chr15_14218
cg18388910,chr15_14218,15,100544857,chr15_14218
cg06777813,chr15_14218,15,100544907,chr15_14218
cg00684116,chr15_14226,15,100554257,chr15_14226
cg07167994,ESS_SIV,15,100554330,chr15_14226
cg07167994,chr15_14226,15,100554330,chr15_14226
cg02597199,ESS_SIV,15,100558625,single703
cg17221377,ESS_SIV,15,100849068,single704
cg16275295,chr15_14401,15,101121780,chr15_14401
cg25114630,ESS_SIV,15,101252318,single705
cg21566433,chr15_14503,15,101395952,chr15_14503
cg04913815,chr16_1,16,10439,chr16_1
cg05558259,chr16_2,16,11086,chr16_2
cg26913058,ESS_SIV,16,369976,ESS_43
cg00101154,ESS_SIV,16,370109,ESS_43
cg12437481,ESS_SIV,16,370113,ESS_43
cg26944245,ESS_SIV,16,371050,single709
cg06910049,chr16_209,16,374321,chr16_209
cg00481259,ESS_SIV,16,400838,ESS_100
cg02963119,ESS_SIV,16,400971,ESS_100
cg00013655,chr16_373,16,579016,chr16_373
cg00013655,ESS_SIV,16,579016,chr16_373
cg05671758,ESS_SIV,16,584010,single713
cg01252526,ESS_SIV,16,661034,ESS_102
cg05638439,ESS_SIV,16,661236,ESS_102
cg07970752,ESS_SIV,16,767464,single716
cg06630425,chr16_546,16,768452,chr16_546
cg01153376,chr16_546,16,768808,chr16_546
cg03433313,chr16_546,16,769065,chr16_546
cg02407415,ESS_SIV,16,807455,SIV_12
cg06531573,ESS_SIV,16,807577,SIV_12
cg03749207,ESS_SIV,16,807864,SIV_12
cg14223671,ESS_SIV,16,807982,SIV_12
cg08395793,ESS_SIV,16,808206,SIV_12
cg09829850,chr16_575,16,828442,chr16_575
cg03595018,ESS_SIV,16,887478,single722
cg03382370,ESS_SIV,16,1072048,single723
cg04004158,ESS_SIV,16,1102475,ESS_101
cg06394109,ESS_SIV,16,1102512,ESS_101
cg09192369,ESS_SIV,16,1289782,single726
cg09848508,ESS_SIV,16,1343584,single727
cg09065629,ESS_SIV,16,1659722,single728
cg01637482,ESS_SIV,16,1830436,single729
cg07058484,chr16_1296,16,1926617,chr16_1296
cg26921482,ESS_SIV,16,2520283,single730
cg03314158,ESS_SIV,16,2603280,ESS_99
cg06035616,ESS_SIV,16,2603306,ESS_99
cg08084154,ESS_SIV,16,2798577,ESS_103
cg19403023,ESS_SIV,16,2798797,ESS_103
cg01232511,ESS_SIV,16,2817446,single735
cg07645761,ESS_SIV,16,2842518,chr16_1881
cg07645761,chr16_1881,16,2842518,chr16_1881
cg00491180,chr16_1881,16,2842604,chr16_1881
cg01006802,chr16_1881,16,2842766,chr16_1881
cg03625141,chr16_1881,16,2842769,chr16_1881
cg27137258,chr16_1881,16,2842782,chr16_1881
cg10448227,chr16_1881,16,2842809,chr16_1881
cg19328294,chr16_1889,16,2858554,chr16_1889
cg05895034,chr16_1889,16,2858892,chr16_1889
cg09745688,chr16_1889,16,2858918,chr16_1889
cg05490519,chr16_1889,16,2858934,chr16_1889
cg13644052,chr16_1939,16,2960410,chr16_1939
cg05991492,ESS_SIV,16,3938700,single737
cg09300795,ESS_SIV,16,3992428,single738
cg06118351,chr16_2747,16,4738808,chr16_2747
cg08308162,chr16_3582,16,8795388,chr16_3582
cg27160920,chr16_3954,16,10661181,chr16_3954
cg09079882,ESS_SIV,16,10743279,single739
cg07371747,chr16_4035,16,10918436,chr16_4035
cg26568304,ESS_SIV,16,11345929,single740
cg01389383,chr16_4431,16,12075977,chr16_4431
cg08172479,ESS_SIV,16,16857797,single741
cg05152300,ESS_SIV,16,17364678,single742
cg00885682,ESS_SIV,16,22814429,single743
cg00160777,ESS_SIV,16,23753270,single744
cg05275182,ESS_SIV,16,29167856,single745
cg27202236,chr16_7589,16,29318113,chr16_7589
cg05645661,chr16_7589,16,29318170,chr16_7589
cg26981675,chr16_7589,16,29318239,chr16_7589
cg02466173,ESS_SIV,16,30818346,single746
cg05965288,chr16_8394,16,32811680,chr16_8394
cg10218673,chr16_8429,16,33707623,chr16_8429
cg01585723,ESS_SIV,16,33932371,single747
cg04281019,ESS_SIV,16,46427298,single748
cg00874817,ESS_SIV,16,46790144,single749
cg25274975,ESS_SIV,16,48235195,single750
cg04055096,ESS_SIV,16,49608908,single751
cg01754423,ESS_SIV,16,51431834,single752
cg04373760,ESS_SIV,16,53370807,single753
cg08681685,ESS_SIV,16,53373683,ESS_42
cg10144400,ESS_SIV,16,53373767,ESS_42
cg04506728,ESS_SIV,16,53373811,ESS_42
cg04322176,chr16_10452,16,55760545,chr16_10452
cg27396498,chr16_10452,16,55760567,chr16_10452
cg16372632,chr16_10452,16,55760684,chr16_10452
cg16372632,ESS_SIV,16,55760684,chr16_10452
cg02649063,chr16_10452,16,55760820,chr16_10452
cg03998338,chr16_10452,16,55760999,chr16_10452
cg03880033,ESS_SIV,16,55832846,single758
cg00664454,ESS_SIV,16,57115936,single759
cg05859533,ESS_SIV,16,57693319,single760
cg10278552,ESS_SIV,16,65373063,single761
cg26702039,ESS_SIV,16,66137089,single762
cg05515244,ESS_SIV,16,66379148,single763
cg01291010,chr16_12517,16,68263271,chr16_12517
cg02535421,chr16_12612,16,68538440,chr16_12612
cg04985273,chr16_12646,16,68695835,chr16_12646
cg00004883,ESS_SIV,16,75114563,single764
cg09132178,chr16_14509,16,78045673,chr16_14509
cg07719096,ESS_SIV,16,80165267,single765
cg26518727,chr16_15415,16,81874718,chr16_15415
cg03804206,chr16_15454,16,82158215,chr16_15454
cg09044981,ESS_SIV,16,82794073,single766
cg07179329,ESS_SIV,16,83138388,single767
cg09214892,ESS_SIV,16,83924474,single768
cg06311920,chr16_16069,16,84566446,chr16_16069
cg02844852,ESS_SIV,16,84806678,single769
cg04477079,chr16_16962,16,86233597,chr16_16962
cg05457730,ESS_SIV,16,86761885,single770
cg09109656,chr16_17324,16,87216496,chr16_17324
cg02157463,chr16_17591,16,87614577,chr16_17591
cg26764761,ESS_SIV,16,87648537,single771
cg09496634,ESS_SIV,16,87678748,single772
cg08808042,ESS_SIV,16,88019499,single773
cg00274640,ESS_SIV,16,88205258,single774
cg09788978,chr16_17960,16,88206247,chr16_17960
cg06126698,chr16_18111,16,88469202,chr16_18111
cg03654841,ESS_SIV,16,88549202,single775
cg00796866,ESS_SIV,16,88678115,SIV_107
cg00546448,ESS_SIV,16,88678274,SIV_107
cg09381666,ESS_SIV,16,88691409,single778
cg06639733,chr16_18326,16,88791797,chr16_18326
cg06490845,chr16_18327,16,88791908,chr16_18327
cg09807356,ESS_SIV,16,88839293,single779
cg06982885,chr16_18471,16,88962648,chr16_18471
cg27202913,ESS_SIV,16,89192455,single780
cg05185784,ESS_SIV,16,89949613,single781
cg03987653,ESS_SIV,16,89958043,single782
cg06295223,chr16_19087,16,90077344,chr16_19087
cg05270750,chr16_19087,16,90077381,chr16_19087
cg04298253,chr16_19087,16,90077408,chr16_19087
cg26458287,chr16_19087,16,90077445,chr16_19087
cg16611967,chr16_19087,16,90077599,chr16_19087
cg16611967,ESS_SIV,16,90077599,chr16_19087
cg09435890,chr16_19087,16,90078381,chr16_19087
cg27464877,chr16_19091,16,90082276,chr16_19091
cg06173319,chr16_19091,16,90082368,chr16_19091
cg26935333,chr16_19091,16,90082555,chr16_19091
cg20797188,chr16_19098,16,90106324,chr16_19098
cg09490556,chr16_19098,16,90106335,chr16_19098
cg04735481,chr16_19098,16,90106409,chr16_19098
cg06336912,chr16_19098,16,90106612,chr16_19098
cg26536949,chr17_42,17,207263,ESS_108
cg26536949,ESS_SIV,17,207263,ESS_108
cg05528899,chr17_42,17,207330,ESS_108
cg05528899,ESS_SIV,17,207330,ESS_108
cg13768055,ESS_SIV,17,215715,single786
cg01668740,chr17_60,17,249967,chr17_60
cg16767880,ESS_SIV,17,263472,single787
cg17079806,chr17_66,17,264271,chr17_66
cg27461422,chr17_66,17,264460,chr17_66
cg08770870,chr17_89,17,304620,chr17_89
cg11940040,chr17_89,17,304630,chr17_89
cg10440639,chr17_89,17,304709,chr17_89
cg10440639,ESS_SIV,17,304709,chr17_89
cg23246911,chr17_89,17,304881,chr17_89
cg03226844,ESS_SIV,17,335312,ESS_107
cg02938172,ESS_SIV,17,335362,ESS_107
cg23277328,chr17_135,17,361692,chr17_135
cg04370829,chr17_171,17,503010,ESS_18
cg04370829,ESS_SIV,17,503010,ESS_18
cg16835101,ESS_SIV,17,503141,ESS_18
cg16835101,chr17_171,17,503141,ESS_18
cg00430613,chr17_171,17,503187,ESS_18
cg00430613,ESS_SIV,17,503187,ESS_18
cg01214346,chr17_171,17,503262,ESS_18
cg01214346,ESS_SIV,17,503262,ESS_18
cg17094593,ESS_SIV,17,790004,single795
cg03255749,ESS_SIV,17,836166,single796
cg11123583,ESS_SIV,17,841527,single797
cg20945055,chr17_362,17,933235,chr17_362
cg05280794,ESS_SIV,17,1137445,single798
cg03713963,ESS_SIV,17,1159675,single799
cg05856321,ESS_SIV,17,1230253,single800
cg09329516,ESS_SIV,17,1604968,single801
cg23484609,chr17_877,17,1934295,chr17_877
cg00066828,chr17_877,17,1934319,chr17_877
cg08961558,chr17_877,17,1934355,chr17_877
cg19078123,chr17_1370,17,3014065,chr17_1370
cg03274539,chr17_1370,17,3014078,chr17_1370
cg16807273,chr17_1370,17,3014135,chr17_1370
cg04613945,chr17_1388,17,3176801,chr17_1388
cg24135491,ESS_SIV,17,4583805,ESS_114
cg13375589,ESS_SIV,17,4583831,ESS_114
cg22654677,chr17_1862,17,4709156,chr17_1862
cg10553748,ESS_SIV,17,4901380,ESS_111
cg09495303,ESS_SIV,17,4901544,ESS_111
cg21926094,ESS_SIV,17,5115690,SIV_18
cg05918002,ESS_SIV,17,5116158,SIV_18
cg05364567,ESS_SIV,17,5116467,SIV_18
cg03995300,ESS_SIV,17,5116695,SIV_18
cg14057352,chr17_2158,17,5771539,chr17_2158
cg21358336,ESS_SIV,17,6655122,single810
cg14089110,chr17_2551,17,7115309,chr17_2551
cg03613822,ESS_SIV,17,7211822,single811
cg20994022,ESS_SIV,17,7294495,single812
cg08322244,ESS_SIV,17,8163352,single813
cg12091339,chr17_3465,17,9917983,chr17_3465
cg05165825,chr17_3465,17,9918177,chr17_3465
cg11802299,chr17_4040,17,13019523,chr17_4040
cg04591843,ESS_SIV,17,13593631,single814
cg27005118,ESS_SIV,17,14068894,single815
cg26706520,ESS_SIV,17,15752324,single816
cg26800237,chr17_4655,17,16690113,chr17_4655
cg07570663,chr17_4655,17,16690204,chr17_4655
cg04306489,chr17_4655,17,16690269,chr17_4655
cg14078639,chr17_4655,17,16690276,chr17_4655
cg03049249,ESS_SIV,17,16690288,chr17_4655
cg03049249,chr17_4655,17,16690288,chr17_4655
cg04316233,chr17_4655,17,16690300,chr17_4655
cg02879122,chr17_4655,17,16690572,chr17_4655
cg02625024,ESS_SIV,17,17562048,single818
cg04398451,chr17_5226,17,18120658,chr17_5226
cg04398451,ESS_SIV,17,18120658,chr17_5226
cg20670488,chr17_5226,17,18121323,chr17_5226
cg11630242,chr17_5613,17,19978320,chr17_5613
cg25907965,chr17_5613,17,19978604,chr17_5613
cg12065943,chr17_5613,17,19978613,chr17_5613
cg05870631,chr17_5722,17,20547154,chr17_5722
cg12051203,chr17_5722,17,20547172,chr17_5722
cg08817483,ESS_SIV,17,20841235,single820
cg18251984,chr17_5775,17,20895850,chr17_5775
cg08458692,chr17_5775,17,20896096,chr17_5775
cg14560110,chr17_5775,17,20896158,chr17_5775
cg22516161,chr17_5775,17,20896179,chr17_5775
cg08288433,chr17_5775,17,20896199,ESS_110
cg08288433,ESS_SIV,17,20896199,ESS_110
cg06809326,ESS_SIV,17,20896214,SIV_45
cg06809326,chr17_5775,17,20896214,SIV_45
cg22570042,ESS_SIV,17,20896220,ESS_110
cg22570042,chr17_5775,17,20896220,ESS_110
cg21980100,chr17_5775,17,20896332,chr17_5775
cg25893857,chr17_5775,17,20896364,chr17_5775
cg11633473,chr17_5775,17,20896402,chr17_5775
cg22282896,chr17_5775,17,20896457,chr17_5775
cg25795258,chr17_5830,17,21086008,chr17_5830
cg05785424,ESS_SIV,17,21323098,ESS_113
cg22116458,ESS_SIV,17,21323435,ESS_113
cg19040702,chr17_6223,17,22524508,chr17_6223
cg03992651,chr17_6223,17,22524555,chr17_6223
cg15022313,chr17_6227,17,22551783,chr17_6227
cg24004178,chr17_6227,17,22552143,chr17_6227
cg17786496,chr17_6227,17,22552240,chr17_6227
cg01970040,ESS_SIV,17,29069944,SIV_108
cg19131647,ESS_SIV,17,29069988,SIV_108
cg05877788,ESS_SIV,17,29572857,single828
cg18200150,ESS_SIV,17,32495544,single829
cg09324608,ESS_SIV,17,32496070,single830
cg01050010,ESS_SIV,17,32822860,single831
cg20005518,ESS_SIV,17,35432466,ESS_104
cg19963856,ESS_SIV,17,35432555,ESS_104
cg11728928,ESS_SIV,17,36088473,single834
cg19817652,chr17_8758,17,38841168,chr17_8758
cg20084219,chr17_8758,17,38841197,SIV_110
cg20084219,ESS_SIV,17,38841197,SIV_110
cg04487205,chr17_8758,17,38841311,ESS_105
cg04487205,ESS_SIV,17,38841311,ESS_105
cg19760250,ESS_SIV,17,38841375,SIV_110
cg19760250,chr17_8758,17,38841375,SIV_110
cg23290482,chr17_8758,17,38841468,chr17_8758
cg12552293,chr17_8758,17,38841479,ESS_105
cg12552293,ESS_SIV,17,38841479,ESS_105
cg21852429,chr17_8758,17,38841488,chr17_8758
cg20826740,ESS_SIV,17,38867790,single839
cg06711380,ESS_SIV,17,38967697,single840
cg10909506,ESS_SIV,17,39925743,single841
cg10747531,ESS_SIV,17,40779841,single842
cg10541110,ESS_SIV,17,41059643,single843
cg10360323,chr17_10030,17,43360510,ESS_106
cg10360323,ESS_SIV,17,43360510,ESS_106
cg23758822,ESS_SIV,17,43360615,ESS_106
cg26893861,ESS_SIV,17,43766600,single846
cg25538415,ESS_SIV,17,45052590,single847
cg19563671,ESS_SIV,17,45146792,single848
cg22968622,ESS_SIV,17,45586214,single849
cg23647744,chr17_11076,17,46257341,chr17_11076
cg25173405,chr17_11255,17,47324368,chr17_11255
cg08085267,ESS_SIV,17,47324468,chr17_11255
cg08085267,chr17_11255,17,47324468,chr17_11255
cg19828220,ESS_SIV,17,48605052,single851
cg19425807,chr17_11659,17,48889723,chr17_11659
cg01992590,ESS_SIV,17,50199682,single852
cg11440486,ESS_SIV,17,50507856,ESS_109
cg00901687,ESS_SIV,17,50507910,ESS_109
cg03168497,ESS_SIV,17,50508787,single855
cg26935330,chr17_12886,17,56600754,chr17_12886
cg07973125,chr17_12917,17,56781410,chr17_12917
cg19913426,ESS_SIV,17,57136240,single856
cg14550519,ESS_SIV,17,60102666,single857
cg01781617,chr17_13946,17,62138839,chr17_13946
cg19101998,chr17_13946,17,62139273,chr17_13946
cg03438490,ESS_SIV,17,63437650,single858
cg06873352,ESS_SIV,17,63742656,single859
cg10166044,ESS_SIV,17,64263667,SIV_111
cg18312782,ESS_SIV,17,64263669,SIV_111
cg20869310,chr17_14542,17,64965492,chr17_14542
cg07879897,ESS_SIV,17,68205027,single862
cg12432006,chr17_16043,17,73196767,chr17_16043
cg02865242,chr17_16578,17,74706721,chr17_16578
cg04488553,chr17_16578,17,74706724,chr17_16578
cg14829360,chr17_17210,17,75888878,chr17_17210
ch.17.72493169F,chr17_17653,17,76985493,chr17_17653
cg01320579,ESS_SIV,17,77409761,single863
cg09006072,chr17_18407,17,78429892,chr17_18407
cg20937029,chr17_18570,17,78874482,chr17_18570
cg02310027,chr17_19314,17,79730980,chr17_19314
cg14668821,chr17_19314,17,79730999,chr17_19314
cg09658645,chr17_19314,17,79731006,chr17_19314
cg05654197,chr17_19314,17,79731011,chr17_19314
cg12598950,chr17_19314,17,79731155,chr17_19314
cg10085305,chr17_19314,17,79731181,chr17_19314
cg16988185,chr17_19314,17,79731264,chr17_19314
cg26726340,ESS_SIV,17,79907923,single864
cg09092500,chr17_19516,17,80107911,chr17_19516
cg01502244,chr17_19557,17,80215106,chr17_19557
cg22443212,ESS_SIV,17,80280114,single865
cg20500869,chr17_19637,17,80448685,chr17_19637
